No.,Position-X,Position-Y,GESAMTB,3450_BIN,3450
830,24,14,1,0,1
831,25,14,0,PREVIOUS FAILED,PREVIOUS FAILED
832,26,14,1,0,1
833,27,14,1,0,1
834,28,14,1,0,1
835,29,14,1,0,1
836,30,14,1,0,1
837,31,14,1,0,1
838,32,14,1,0,1
839,33,14,1,0,1
840,34,14,1,0,1
841,35,14,1,0,1
842,36,14,1,0,1
843,37,14,1,0,1
844,38,14,1,0,1
845,39,14,1,0,1
846,40,14,1,0,1
847,41,14,1,0,1
848,42,14,1,0,1
849,43,14,1,0,1
850,44,14,1,0,1
851,45,14,1,0,1
852,46,14,1,0,1
853,47,14,1,0,1
854,48,14,1,0,1
855,49,14,1,0,1
856,50,14,1,0,1
857,51,14,1,0,1
858,52,14,1,0,1
859,53,14,0,PREVIOUS FAILED,PREVIOUS FAILED
860,54,14,1,0,1
861,55,14,1,0,1
862,56,14,1,0,1
863,57,14,0,PREVIOUS FAILED,PREVIOUS FAILED
864,58,14,0,PREVIOUS FAILED,PREVIOUS FAILED
865,59,14,0,PREVIOUS FAILED,PREVIOUS FAILED
866,60,14,0,PREVIOUS FAILED,PREVIOUS FAILED
867,61,14,1,0,1
868,62,14,1,0,1
869,1,15,1,0,1
870,2,15,1,0,1
871,3,15,1,0,1
872,4,15,1,0,1
873,5,15,1,0,1
874,6,15,1,0,1
875,7,15,1,0,1
876,8,15,1,0,1
877,9,15,1,0,1
878,10,15,1,0,1
879,11,15,1,0,1
880,12,15,1,0,1
881,13,15,1,0,1
882,14,15,1,0,1
883,15,15,1,0,1
884,16,15,1,0,1
885,17,15,1,0,1
886,18,15,1,0,1
887,19,15,1,0,1
888,20,15,1,0,1
889,21,15,0,PREVIOUS FAILED,PREVIOUS FAILED
890,22,15,0,PREVIOUS FAILED,PREVIOUS FAILED
891,23,15,0,PREVIOUS FAILED,PREVIOUS FAILED
892,24,15,1,0,1
893,25,15,0,PREVIOUS FAILED,PREVIOUS FAILED
894,26,15,1,0,1
895,27,15,1,0,1
896,28,15,1,0,1
897,29,15,1,0,1
898,30,15,1,0,1
899,31,15,1,0,1
900,32,15,1,0,1
901,33,15,1,0,1
902,34,15,0,PREVIOUS FAILED,PREVIOUS FAILED
903,35,15,1,0,1
904,36,15,1,0,1
905,37,15,1,0,1
906,38,15,1,0,1
907,39,15,1,0,1
908,40,15,1,0,1
909,41,15,1,0,1
910,42,15,1,0,1
911,43,15,1,0,1
912,44,15,1,0,1
913,45,15,1,0,1
914,46,15,1,0,1
915,47,15,1,0,1
916,48,15,1,0,1
917,49,15,1,0,1
918,50,15,1,0,1
919,51,15,1,0,1
920,52,15,1,0,1
921,53,15,1,0,1
922,54,15,1,0,1
923,55,15,1,0,1
924,56,15,0,PREVIOUS FAILED,PREVIOUS FAILED
925,57,15,0,PREVIOUS FAILED,PREVIOUS FAILED
926,58,15,0,PREVIOUS FAILED,PREVIOUS FAILED
927,59,15,0,PREVIOUS FAILED,PREVIOUS FAILED
928,60,15,0,PREVIOUS FAILED,PREVIOUS FAILED
929,61,15,1,0,1
930,62,15,1,0,1
931,1,16,1,0,1
932,2,16,1,0,1
933,3,16,1,0,1
934,4,16,1,0,1
935,5,16,1,0,1
936,6,16,1,0,1
937,7,16,1,0,1
938,8,16,1,0,1
939,9,16,1,0,1
940,10,16,1,0,1
941,11,16,1,0,1
942,12,16,1,0,1
943,13,16,1,0,1
944,14,16,1,0,1
945,15,16,1,0,1
946,16,16,1,0,1
947,17,16,1,0,1
948,18,16,1,0,1
949,19,16,1,0,1
950,20,16,1,0,1
951,21,16,1,0,1
952,22,16,1,0,1
953,23,16,1,0,1
954,24,16,1,0,1
955,25,16,0,PREVIOUS FAILED,PREVIOUS FAILED
956,26,16,1,0,1
957,27,16,1,0,1
958,28,16,1,0,1
959,29,16,1,0,1
960,30,16,1,0,1
961,31,16,1,0,1
962,32,16,1,0,1
963,33,16,1,0,1
964,34,16,1,0,1
965,35,16,1,0,1
966,36,16,1,0,1
967,37,16,1,0,1
968,38,16,1,0,1
969,39,16,1,0,1
970,40,16,1,0,1
971,41,16,1,0,1
972,42,16,1,0,1
973,43,16,1,0,1
974,44,16,1,0,1
975,45,16,1,0,1
976,46,16,1,0,1
977,47,16,1,0,1
978,48,16,1,0,1
979,49,16,1,0,1
980,50,16,1,0,1
981,51,16,1,0,1
982,52,16,1,0,1
983,53,16,1,0,1
984,54,16,1,0,1
985,55,16,1,0,1
986,56,16,1,0,1
987,57,16,0,PREVIOUS FAILED,PREVIOUS FAILED
988,58,16,0,PREVIOUS FAILED,PREVIOUS FAILED
989,59,16,0,PREVIOUS FAILED,PREVIOUS FAILED
990,60,16,0,PREVIOUS FAILED,PREVIOUS FAILED
991,61,16,1,0,1
992,62,16,1,0,1
993,1,17,1,0,1
994,2,17,1,0,1
995,3,17,1,0,1
996,4,17,1,0,1
997,5,17,1,0,1
998,6,17,1,0,1
999,7,17,1,0,1
1000,8,17,1,0,1
1001,9,17,1,0,1
1002,10,17,1,0,1
1003,11,17,1,0,1
1004,12,17,1,0,1
1005,13,17,1,0,1
1006,14,17,1,0,1
1007,15,17,1,0,1
1008,16,17,1,0,1
1009,17,17,1,0,1
1010,18,17,1,0,1
1011,19,17,1,0,1
1012,20,17,1,0,1
1013,21,17,1,0,1
1014,22,17,1,0,1
1015,23,17,1,0,1
1016,24,17,1,0,1
1017,25,17,0,PREVIOUS FAILED,PREVIOUS FAILED
1018,26,17,0,PREVIOUS FAILED,PREVIOUS FAILED
1019,27,17,1,0,1
1020,28,17,1,0,1
1021,29,17,1,0,1
1022,30,17,1,0,1
1023,31,17,1,0,1
1024,32,17,1,0,1
1025,33,17,1,0,1
1026,34,17,1,0,1
1027,35,17,1,0,1
1028,36,17,1,0,1
1029,37,17,1,0,1
1030,38,17,1,0,1
1031,39,17,1,0,1
1032,40,17,1,0,1
1033,41,17,1,0,1
1034,42,17,1,0,1
1035,43,17,1,0,1
1036,44,17,1,0,1
1037,45,17,1,0,1
1038,46,17,1,0,1
1039,47,17,1,0,1
1040,48,17,1,0,1
1041,49,17,1,0,1
1042,50,17,1,0,1
1043,51,17,1,0,1
1044,52,17,1,0,1
1045,53,17,1,0,1
1046,54,17,1,0,1
1047,55,17,1,0,1
1048,56,17,1,0,1
1049,57,17,0,PREVIOUS FAILED,PREVIOUS FAILED
1050,58,17,0,PREVIOUS FAILED,PREVIOUS FAILED
1051,59,17,0,PREVIOUS FAILED,PREVIOUS FAILED
1052,60,17,0,PREVIOUS FAILED,PREVIOUS FAILED
1053,61,17,1,0,1
1054,62,17,1,0,1
1055,1,18,1,0,1
1056,2,18,1,0,1
1057,3,18,1,0,1
1058,4,18,1,0,1
1059,5,18,0,PREVIOUS FAILED,PREVIOUS FAILED
1060,6,18,0,PREVIOUS FAILED,PREVIOUS FAILED
1061,7,18,1,0,1
1062,8,18,0,PREVIOUS FAILED,PREVIOUS FAILED
1063,9,18,1,0,1
1064,10,18,1,0,1
1065,11,18,1,0,1
1066,12,18,1,0,1
1067,13,18,1,0,1
1068,14,18,1,0,1
1069,15,18,1,0,1
1070,16,18,0,PREVIOUS FAILED,PREVIOUS FAILED
1071,17,18,1,0,1
1072,18,18,1,0,1
1073,19,18,1,0,1
1074,20,18,1,0,1
1075,21,18,1,0,1
1076,22,18,1,0,1
1077,23,18,1,0,1
1078,24,18,1,0,1
1079,25,18,0,PREVIOUS FAILED,PREVIOUS FAILED
1080,26,18,0,PREVIOUS FAILED,PREVIOUS FAILED
1081,27,18,0,PREVIOUS FAILED,PREVIOUS FAILED
1082,28,18,1,0,1
1083,29,18,1,0,1
1084,30,18,1,0,1
1085,31,18,1,0,1
1086,32,18,1,0,1
1087,33,18,1,0,1
1088,34,18,1,0,1
1089,35,18,1,0,1
1090,36,18,1,0,1
1091,37,18,0,PREVIOUS FAILED,PREVIOUS FAILED
1092,38,18,0,PREVIOUS FAILED,PREVIOUS FAILED
1093,39,18,1,0,1
1094,40,18,1,0,1
1095,41,18,1,0,1
1096,42,18,0,18,0
1097,43,18,1,0,1
1098,44,18,1,0,1
1099,45,18,1,0,1
1100,46,18,0,PREVIOUS FAILED,PREVIOUS FAILED
1101,47,18,1,0,1
1102,48,18,1,0,1
1103,49,18,1,0,1
1104,50,18,1,0,1
1105,51,18,1,0,1
1106,52,18,1,0,1
1107,53,18,1,0,1
1108,54,18,1,0,1
1109,55,18,1,0,1
1110,56,18,1,0,1
1111,57,18,0,PREVIOUS FAILED,PREVIOUS FAILED
1112,58,18,0,PREVIOUS FAILED,PREVIOUS FAILED
1113,59,18,0,PREVIOUS FAILED,PREVIOUS FAILED
1114,60,18,0,PREVIOUS FAILED,PREVIOUS FAILED
1115,61,18,1,0,1
1116,62,18,1,0,1
1117,1,19,1,0,1
1118,2,19,1,0,1
1119,3,19,1,0,1
1120,4,19,1,0,1
1121,5,19,1,0,1
1122,6,19,1,0,1
1123,7,19,1,0,1
1124,8,19,0,PREVIOUS FAILED,PREVIOUS FAILED
1125,9,19,1,0,1
1126,10,19,1,0,1
1127,11,19,1,0,1
1128,12,19,1,0,1
1129,13,19,1,0,1
1130,14,19,1,0,1
1131,15,19,1,0,1
1132,16,19,1,0,1
1133,17,19,1,0,1
1134,18,19,1,0,1
1135,19,19,1,0,1
1136,20,19,0,PREVIOUS FAILED,PREVIOUS FAILED
1137,21,19,1,0,1
1138,22,19,0,PREVIOUS FAILED,PREVIOUS FAILED
1139,23,19,1,0,1
1140,24,19,0,PREVIOUS FAILED,PREVIOUS FAILED
1141,25,19,0,PREVIOUS FAILED,PREVIOUS FAILED
1142,26,19,1,0,1
1143,27,19,0,PREVIOUS FAILED,PREVIOUS FAILED
1144,28,19,1,0,1
1145,29,19,1,0,1
1146,30,19,1,0,1
1147,31,19,1,0,1
1148,32,19,1,0,1
1149,33,19,1,0,1
1150,34,19,0,PREVIOUS FAILED,PREVIOUS FAILED
1151,35,19,1,0,1
1152,36,19,0,PREVIOUS FAILED,PREVIOUS FAILED
1153,37,19,0,PREVIOUS FAILED,PREVIOUS FAILED
1154,38,19,1,0,1
1155,39,19,1,0,1
1156,40,19,1,0,1
1157,41,19,1,0,1
1158,42,19,1,0,1
1159,43,19,1,0,1
1160,44,19,1,0,1
1161,45,19,1,0,1
1162,46,19,1,0,1
1163,47,19,1,0,1
1164,48,19,1,0,1
1165,49,19,1,0,1
1166,50,19,1,0,1
1167,51,19,0,PREVIOUS FAILED,PREVIOUS FAILED
1168,52,19,1,0,1
1169,53,19,1,0,1
1170,54,19,1,0,1
1171,55,19,1,0,1
1172,56,19,1,0,1
1173,57,19,0,PREVIOUS FAILED,PREVIOUS FAILED
1174,58,19,0,PREVIOUS FAILED,PREVIOUS FAILED
1175,59,19,0,PREVIOUS FAILED,PREVIOUS FAILED
1176,60,19,0,PREVIOUS FAILED,PREVIOUS FAILED
1177,61,19,1,0,1
1178,62,19,1,0,1
1179,1,20,1,0,1
1180,2,20,1,0,1
1181,3,20,1,0,1
1182,4,20,1,0,1
1183,5,20,1,0,1
1184,6,20,1,0,1
1185,7,20,1,0,1
1186,8,20,0,18,0
1187,9,20,1,0,1
1188,10,20,1,0,1
1189,11,20,1,0,1
1190,12,20,1,0,1
1191,13,20,1,0,1
1192,14,20,1,0,1
1193,15,20,1,0,1
1194,16,20,0,19,0
1195,17,20,1,0,1
1196,18,20,1,0,1
1197,19,20,1,0,1
1198,20,20,0,PREVIOUS FAILED,PREVIOUS FAILED
1199,21,20,0,PREVIOUS FAILED,PREVIOUS FAILED
1200,22,20,0,PREVIOUS FAILED,PREVIOUS FAILED
1201,23,20,1,0,1
1202,24,20,1,0,1
1203,25,20,0,PREVIOUS FAILED,PREVIOUS FAILED
1204,26,20,0,PREVIOUS FAILED,PREVIOUS FAILED
1205,27,20,0,PREVIOUS FAILED,PREVIOUS FAILED
1206,28,20,1,0,1
1207,29,20,1,0,1
1208,30,20,1,0,1
1209,31,20,1,0,1
1210,32,20,1,0,1
1211,33,20,0,PREVIOUS FAILED,PREVIOUS FAILED
1212,34,20,0,PREVIOUS FAILED,PREVIOUS FAILED
1213,35,20,1,0,1
1214,36,20,1,0,1
1215,37,20,0,PREVIOUS FAILED,PREVIOUS FAILED
1216,38,20,0,PREVIOUS FAILED,PREVIOUS FAILED
1217,39,20,1,0,1
1218,40,20,1,0,1
1219,41,20,1,0,1
1220,42,20,1,0,1
1221,43,20,1,0,1
1222,44,20,1,0,1
1223,45,20,1,0,1
1224,46,20,1,0,1
1225,47,20,1,0,1
1226,48,20,1,0,1
1227,49,20,1,0,1
1228,50,20,1,0,1
1229,51,20,1,0,1
1230,52,20,1,0,1
1231,53,20,1,0,1
1232,54,20,1,0,1
1233,55,20,1,0,1
1234,56,20,1,0,1
1235,57,20,0,PREVIOUS FAILED,PREVIOUS FAILED
1236,58,20,0,PREVIOUS FAILED,PREVIOUS FAILED
1237,59,20,0,PREVIOUS FAILED,PREVIOUS FAILED
1238,60,20,0,PREVIOUS FAILED,PREVIOUS FAILED
1239,61,20,1,0,1
1240,62,20,1,0,1
1241,1,21,1,0,1
1242,2,21,1,0,1
1243,3,21,1,0,1
1244,4,21,0,PREVIOUS FAILED,PREVIOUS FAILED
1245,5,21,1,0,1
1246,6,21,1,0,1
1247,7,21,1,0,1
1248,8,21,1,0,1
1249,9,21,1,0,1
1250,10,21,1,0,1
1251,11,21,1,0,1
1252,12,21,1,0,1
1253,13,21,1,0,1
1254,14,21,1,0,1
1255,15,21,1,0,1
1256,16,21,1,0,1
1257,17,21,1,0,1
1258,18,21,1,0,1
1259,19,21,1,0,1
1260,20,21,1,0,1
1261,21,21,1,0,1
1262,22,21,1,0,1
1263,23,21,1,0,1
1264,24,21,0,PREVIOUS FAILED,PREVIOUS FAILED
1265,25,21,1,0,1
1266,26,21,0,PREVIOUS FAILED,PREVIOUS FAILED
1267,27,21,0,PREVIOUS FAILED,PREVIOUS FAILED
1268,28,21,0,PREVIOUS FAILED,PREVIOUS FAILED
1269,29,21,1,0,1
1270,30,21,1,0,1
1271,31,21,1,0,1
1272,32,21,1,0,1
1273,33,21,1,0,1
1274,34,21,1,0,1
1275,35,21,1,0,1
1276,36,21,1,0,1
1277,37,21,1,0,1
1278,38,21,0,PREVIOUS FAILED,PREVIOUS FAILED
1279,39,21,1,0,1
1280,40,21,1,0,1
1281,41,21,1,0,1
1282,42,21,1,0,1
1283,43,21,1,0,1
1284,44,21,1,0,1
1285,45,21,1,0,1
1286,46,21,1,0,1
1287,47,21,1,0,1
1288,48,21,1,0,1
1289,49,21,1,0,1
1290,50,21,1,0,1
1291,51,21,1,0,1
1292,52,21,1,0,1
1293,53,21,1,0,1
1294,54,21,1,0,1
1295,55,21,1,0,1
1296,56,21,1,0,1
1297,57,21,0,PREVIOUS FAILED,PREVIOUS FAILED
1298,58,21,0,PREVIOUS FAILED,PREVIOUS FAILED
1299,59,21,0,PREVIOUS FAILED,PREVIOUS FAILED
1300,60,21,0,PREVIOUS FAILED,PREVIOUS FAILED
1301,61,21,1,0,1
1302,62,21,1,0,1
1303,1,22,1,0,1
1304,2,22,1,0,1
1305,3,22,1,0,1
1306,4,22,1,0,1
1307,5,22,1,0,1
1308,6,22,1,0,1
1309,7,22,1,0,1
1310,8,22,1,0,1
1311,9,22,1,0,1
1312,10,22,1,0,1
1313,11,22,1,0,1
1314,12,22,1,0,1
1315,13,22,1,0,1
1316,14,22,1,0,1
1317,15,22,1,0,1
1318,16,22,1,0,1
1319,17,22,1,0,1
1320,18,22,1,0,1
1321,19,22,1,0,1
1322,20,22,1,0,1
1323,21,22,1,0,1
1324,22,22,1,0,1
1325,23,22,1,0,1
1326,24,22,0,PREVIOUS FAILED,PREVIOUS FAILED
1327,25,22,1,0,1
1328,26,22,1,0,1
1329,27,22,1,0,1
1330,28,22,1,0,1
1331,29,22,0,PREVIOUS FAILED,PREVIOUS FAILED
1332,30,22,0,PREVIOUS FAILED,PREVIOUS FAILED
1333,31,22,1,0,1
1334,32,22,1,0,1
1335,33,22,0,PREVIOUS FAILED,PREVIOUS FAILED
1336,34,22,0,PREVIOUS FAILED,PREVIOUS FAILED
1337,35,22,1,0,1
1338,36,22,1,0,1
1339,37,22,1,0,1
1340,38,22,1,0,1
1341,39,22,1,0,1
1342,40,22,1,0,1
1343,41,22,1,0,1
1344,42,22,1,0,1
1345,43,22,1,0,1
1346,44,22,1,0,1
1347,45,22,1,0,1
1348,46,22,1,0,1
1349,47,22,1,0,1
1350,48,22,1,0,1
1351,49,22,1,0,1
1352,50,22,1,0,1
1353,51,22,1,0,1
1354,52,22,1,0,1
1355,53,22,1,0,1
1356,54,22,1,0,1
1357,55,22,1,0,1
1358,56,22,1,0,1
1359,57,22,0,PREVIOUS FAILED,PREVIOUS FAILED
1360,58,22,0,PREVIOUS FAILED,PREVIOUS FAILED
1361,59,22,0,PREVIOUS FAILED,PREVIOUS FAILED
1362,60,22,0,PREVIOUS FAILED,PREVIOUS FAILED
1363,61,22,1,0,1
1364,62,22,1,0,1
1365,1,23,1,0,1
1366,2,23,1,0,1
1367,3,23,1,0,1
1368,4,23,1,0,1
1369,5,23,1,0,1
1370,6,23,1,0,1
1371,7,23,1,0,1
1372,8,23,1,0,1
1373,9,23,1,0,1
1374,10,23,1,0,1
1375,11,23,1,0,1
1376,12,23,1,0,1
1377,13,23,1,0,1
1378,14,23,1,0,1
1379,15,23,1,0,1
1380,16,23,1,0,1
1381,17,23,1,0,1
1382,18,23,1,0,1
1383,19,23,1,0,1
1384,20,23,1,0,1
1385,21,23,1,0,1
1386,22,23,1,0,1
1387,23,23,1,0,1
1388,24,23,0,PREVIOUS FAILED,PREVIOUS FAILED
1389,25,23,1,0,1
1390,26,23,1,0,1
1391,27,23,1,0,1
1392,28,23,1,0,1
1393,29,23,1,0,1
1394,30,23,1,0,1
1395,31,23,1,0,1
1396,32,23,1,0,1
1397,33,23,1,0,1
1398,34,23,1,0,1
1399,35,23,1,0,1
1400,36,23,1,0,1
1401,37,23,1,0,1
1402,38,23,1,0,1
1403,39,23,1,0,1
1404,40,23,1,0,1
1405,41,23,1,0,1
1406,42,23,1,0,1
1407,43,23,1,0,1
1408,44,23,1,0,1
1409,45,23,1,0,1
1410,46,23,1,0,1
1411,47,23,1,0,1
1412,48,23,0,PREVIOUS FAILED,PREVIOUS FAILED
1413,49,23,0,PREVIOUS FAILED,PREVIOUS FAILED
1414,50,23,1,0,1
1415,51,23,1,0,1
1416,52,23,1,0,1
1417,53,23,0,PREVIOUS FAILED,PREVIOUS FAILED
1418,54,23,0,PREVIOUS FAILED,PREVIOUS FAILED
1419,55,23,1,0,1
1420,56,23,1,0,1
1421,57,23,0,PREVIOUS FAILED,PREVIOUS FAILED
1422,58,23,0,PREVIOUS FAILED,PREVIOUS FAILED
1423,59,23,0,PREVIOUS FAILED,PREVIOUS FAILED
1424,60,23,0,PREVIOUS FAILED,PREVIOUS FAILED
1425,61,23,1,0,1
1426,62,23,1,0,1
1427,1,24,1,0,1
1428,2,24,1,0,1
1429,3,24,1,0,1
1430,4,24,1,0,1
1431,5,24,1,0,1
1432,6,24,1,0,1
1433,7,24,1,0,1
1434,8,24,1,0,1
1435,9,24,1,0,1
1436,10,24,1,0,1
1437,11,24,1,0,1
1438,12,24,1,0,1
1439,13,24,1,0,1
1440,14,24,1,0,1
1441,15,24,1,0,1
1442,16,24,1,0,1
1443,17,24,1,0,1
1444,18,24,1,0,1
1445,19,24,1,0,1
1446,20,24,1,0,1
1447,21,24,1,0,1
1448,22,24,1,0,1
1449,23,24,1,0,1
1450,24,24,1,0,1
1451,25,24,1,0,1
1452,26,24,1,0,1
1453,27,24,0,PREVIOUS FAILED,PREVIOUS FAILED
1454,28,24,0,PREVIOUS FAILED,PREVIOUS FAILED
1455,29,24,1,0,1
1456,30,24,1,0,1
1457,31,24,1,0,1
1458,32,24,1,0,1
1459,33,24,1,0,1
1460,34,24,1,0,1
1461,35,24,1,0,1
1462,36,24,1,0,1
1463,37,24,1,0,1
1464,38,24,0,PREVIOUS FAILED,PREVIOUS FAILED
1465,39,24,0,PREVIOUS FAILED,PREVIOUS FAILED
1466,40,24,1,0,1
1467,41,24,1,0,1
1468,42,24,1,0,1
1469,43,24,0,PREVIOUS FAILED,PREVIOUS FAILED
1470,44,24,0,PREVIOUS FAILED,PREVIOUS FAILED
1471,45,24,1,0,1
1472,46,24,1,0,1
1473,47,24,1,0,1
1474,48,24,1,0,1
1475,49,24,0,PREVIOUS FAILED,PREVIOUS FAILED
1476,50,24,0,PREVIOUS FAILED,PREVIOUS FAILED
1477,51,24,1,0,1
1478,52,24,0,PREVIOUS FAILED,PREVIOUS FAILED
1479,53,24,0,PREVIOUS FAILED,PREVIOUS FAILED
1480,54,24,0,PREVIOUS FAILED,PREVIOUS FAILED
1481,55,24,1,0,1
1482,56,24,1,0,1
1483,57,24,0,PREVIOUS FAILED,PREVIOUS FAILED
1484,58,24,0,PREVIOUS FAILED,PREVIOUS FAILED
1485,59,24,0,PREVIOUS FAILED,PREVIOUS FAILED
1486,60,24,0,PREVIOUS FAILED,PREVIOUS FAILED
1487,61,24,1,0,1
1488,62,24,1,0,1
1489,1,25,1,0,1
1490,2,25,1,0,1
1491,3,25,1,0,1
1492,4,25,1,0,1
1493,5,25,1,0,1
1494,6,25,1,0,1
1495,7,25,1,0,1
1496,8,25,1,0,1
1497,9,25,1,0,1
1498,10,25,1,0,1
1499,11,25,1,0,1
1500,12,25,1,0,1
1501,13,25,1,0,1
1502,14,25,1,0,1
1503,15,25,0,PREVIOUS FAILED,PREVIOUS FAILED
1504,16,25,1,0,1
1505,17,25,1,0,1
1506,18,25,1,0,1
1507,19,25,1,0,1
1508,20,25,1,0,1
1509,21,25,1,0,1
1510,22,25,1,0,1
1511,23,25,1,0,1
1512,24,25,1,0,1
1513,25,25,1,0,1
1514,26,25,1,0,1
1515,27,25,1,0,1
1516,28,25,1,0,1
1517,29,25,1,0,1
1518,30,25,1,0,1
1519,31,25,0,PREVIOUS FAILED,PREVIOUS FAILED
1520,32,25,0,PREVIOUS FAILED,PREVIOUS FAILED
1521,33,25,1,0,1
1522,34,25,1,0,1
1523,35,25,1,0,1
1524,36,25,1,0,1
1525,37,25,1,0,1
1526,38,25,1,0,1
1527,39,25,1,0,1
1528,40,25,1,0,1
1529,41,25,1,0,1
1530,42,25,1,0,1
1531,43,25,0,PREVIOUS FAILED,PREVIOUS FAILED
1532,44,25,1,0,1
1533,45,25,1,0,1
1534,46,25,1,0,1
1535,47,25,1,0,1
1536,48,25,1,0,1
1537,49,25,0,PREVIOUS FAILED,PREVIOUS FAILED
1538,50,25,0,PREVIOUS FAILED,PREVIOUS FAILED
1539,51,25,0,PREVIOUS FAILED,PREVIOUS FAILED
1540,52,25,0,PREVIOUS FAILED,PREVIOUS FAILED
1541,53,25,1,0,1
1542,54,25,1,0,1
1543,55,25,1,0,1
1544,56,25,1,0,1
1545,57,25,0,PREVIOUS FAILED,PREVIOUS FAILED
1546,58,25,0,PREVIOUS FAILED,PREVIOUS FAILED
1547,59,25,0,PREVIOUS FAILED,PREVIOUS FAILED
1548,60,25,0,PREVIOUS FAILED,PREVIOUS FAILED
1549,61,25,1,0,1
1550,62,25,1,0,1
1551,1,26,1,0,1
1552,2,26,1,0,1
1553,3,26,1,0,1
1554,4,26,1,0,1
1555,5,26,0,3,0
1556,6,26,1,0,1
1557,7,26,1,0,1
1558,8,26,1,0,1
1559,9,26,1,0,1
1560,10,26,1,0,1
1561,11,26,1,0,1
1562,12,26,1,0,1
1563,13,26,1,0,1
1564,14,26,1,0,1
1565,15,26,0,PREVIOUS FAILED,PREVIOUS FAILED
1566,16,26,1,0,1
1567,17,26,1,0,1
1568,18,26,1,0,1
1569,19,26,1,0,1
1570,20,26,0,PREVIOUS FAILED,PREVIOUS FAILED
1571,21,26,0,PREVIOUS FAILED,PREVIOUS FAILED
1572,22,26,0,PREVIOUS FAILED,PREVIOUS FAILED
1573,23,26,0,PREVIOUS FAILED,PREVIOUS FAILED
1574,24,26,0,PREVIOUS FAILED,PREVIOUS FAILED
1575,25,26,1,0,1
1576,26,26,1,0,1
1577,27,26,0,3,0
1578,28,26,1,0,1
1579,29,26,1,0,1
1580,30,26,0,18,0
1581,31,26,0,PREVIOUS FAILED,PREVIOUS FAILED
1582,32,26,1,0,1
1583,33,26,1,0,1
1584,34,26,1,0,1
1585,35,26,1,0,1
1586,36,26,1,0,1
1587,37,26,1,0,1
1588,38,26,1,0,1
1589,39,26,1,0,1
1590,40,26,1,0,1
1591,41,26,0,PREVIOUS FAILED,PREVIOUS FAILED
1592,42,26,1,0,1
1593,43,26,1,0,1
1594,44,26,1,0,1
